dbn,school_name,primary_address_line_1,city,postcode,latitude,longitude,gradespan,subway,pct_stu_safe,graduation_rate,attendance_rate,college_career_rate
21K559,Life Academy High School for Film and Music,2630 Benson Avenue,Brooklyn,11214,40.594291,-73.98577,9 to 12,D to Bay 50th St; N to 86th St,0.76999998,0.91000003,0.83999997,0.54000002
21K572,Leaders High School,2630 Benson Avenue,Brooklyn,11214,40.594291,-73.98577,9 to 12,D to Bay 50th St; N to 86th St,0.88,0.88,0.81999999,0.80000001
21K620,William E. Grady Career and Technical Education High School,25 Brighton 4th Road,Brooklyn,11235,40.582585,-73.963477,9 to 12,"B, Q to Brighton Beach",0.80000001,0.74000001,0.81999999,0.43000001
21K690,Brooklyn Studio Secondary School,8310 21st Avenue,Brooklyn,11214,40.604879,-73.994404,6 to 12,D to 20th Ave,0.81,0.79000002,0.87,0.64999998
21K728,Liberation Diploma Plus,2865 West 19th Street,Brooklyn,11224,40.577208,-73.985953,9 to 12,"D, F, N, Q to Stillwell Ave",0.89999998,,0.47999999,
22K405,Midwood High School,2839 Bedford Avenue,Brooklyn,11210,40.633237,-73.952929,9 to 12,"2, 5 to Flatbush Ave-Brooklyn College",0.81,0.94,0.93000001,0.83999997
22K425,James Madison High School,3787 Bedford Avenue,Brooklyn,11229,40.609912,-73.948512,9 to 12,"B, Q to Kings Highway",0.81,0.81999999,0.94,0.77999997
22K535,Leon M. Goldstein High School for the Sciences,1830 Shore Boulevard,Brooklyn,11235,40.580894,-73.935952,9 to 12,N/A,0.92000002,0.97000003,0.94999999,0.85000002
22K555,Brooklyn College Academy,350 Coney Island Avenue,Brooklyn,11218,40.649404,-73.971736,9 to 12,"B, Q to Church Ave; F, G to Fort Hamilton Parkway",0.93000001,1,0.95999998,0.88
22K611,Origins High School,3000 Avenue X,Brooklyn,11235,40.594124,-73.937696,9 to 12,N/A,0.80000001,0.79000002,0.82999998,0.69999999
22K630,Professional Pathways High School,3000 Avenue X,Brooklyn,11235,40.594124,-73.937696,9 to 12,N/A,0.99000001,,0.58999997,
23K493,Brooklyn Collegiate: A College Board School,2021 Bergen Street,Brooklyn,11233,40.674103,-73.913273,9 to 12,"C to Rockaway Ave; A, J, L, Z to Broadway Junction",0.87,0.76999998,0.83999997,0.54000002
23K514,Frederick Douglass Academy VII High School,226 Bristol Street,Brooklyn,11212,40.665878,-73.911705,9 to 12,3 to Rockaway Ave,0.92000002,0.86000001,0.87,0.23
23K643,Brooklyn Democracy Academy,985 Rockaway Avenue,Brooklyn,11212,40.656068,-73.907245,9 to 12,3 to Rockaway Ave; L to New Lots Ave,0.94999999,,0.63999999,
23K644,Eagle Academy for Young Men II,1137 Herkimer Street,Brooklyn,11233,40.677805,-73.915843,6 to 12,"C to Rockaway Ave; J, Z to Chauncey S",0.81999999,0.88,0.88999999,0.58999997
23K647,Metropolitan Diploma Plus High School,985 Rockaway Avenue,Brooklyn,11212,40.656068,-73.907245,9 to 12,3 to Rockaway Ave; L to New Lots Ave,0.94999999,,0.57999998,
23K697,Teachers Preparatory High School,226 Bristol Street,Brooklyn,11212,40.665878,-73.911705,9 to 12,3 to Rockaway Ave,0.80000001,0.70999998,0.77999997,0.47
24Q236,International High School for Health Sciences,48-01 90th Street,Elmhurst,11373,40.741122,-73.874721,9 to 12,"M, R to Grand Ave-Newtown",0.89999998,0.70999998,0.87,0.47999999
24Q264,Academy of Finance and Enterprise,30-20 Thomson Avenue,Long Island City,11101,40.745095,-73.936635,9 to 12,"7 to 33rd St-Rawson St; E, M, R to Queens Plaza; G to Court Square; N, W to Queensboro Plaza",0.92000002,0.95999998,0.93000001,0.94999999
24Q267,High School of Applied Communication,30-20 Thomson Avenue,Long Island City,11101,40.745095,-73.936635,9 to 12,"7 to 33rd St-Rawson St; E, M, R to Queens Plaza; G to Court Square; N, W to Queensboro Plaza",0.75,0.94999999,0.89999998,0.62
24Q293,Civic Leadership Academy,45-10 94th Street,Elmhurst,11373,40.74373,-73.870642,9 to 12,7 to Junction Blvd,0.94999999,0.92000002,0.91000003,0.83999997
24Q296,Pan American International High School,45-10 94th Street,Elmhurst,11373,40.74373,-73.870642,9 to 12,7 to Junction Blvd,0.95999998,0.85000002,0.94,0.56
24Q299,Bard High School Early College Queens,30-20 Thomson Avenue,Long Island City,11101,40.745095,-73.936635,9 to 12,"7 to 33rd St-Rawson St; E, M, R to Queens Plaza; G to Court Square; N, W to Queensboro Plaza",0.97000003,0.99000001,0.95999998,0.97000003
24Q455,Newtown High School,48-01 90th Street,Elmhurst,11373,40.741122,-73.874721,9 to 12,"M, R to Grand Ave-Newtown",0.86000001,0.72000003,0.88999999,0.60000002
24Q485,Grover Cleveland High School,21-27 Himrod Street,Ridgewood,11385,40.711033,-73.908814,9 to 12,N/A,0.82999998,0.67000002,0.83999997,0.41999999
24Q520,Middle College High School at LaGuardia Community College,45-35 Van Dam Street,Long Island City,11101,40.744412,-73.93364,9 to 12,"7 to 33rd St-Rawson St; E, M, R to Queens Plaza",0.91000003,0.83999997,0.93000001,0.86000001
24Q530,International High School at LaGuardia Community College,45-35 Van Dam Street,Long Island City,11101,40.744412,-73.93364,9 to 12,"7 to 33rd St-Rawson St; E, M, R to Queens Plaza",0.99000001,0.81,0.92000002,0.79000002
24Q550,High School for Arts and Business,105-25 Horace Harding Expressway N,Corona,11368,40.737427,-73.853178,9 to 12,N/A,0.93000001,0.94999999,0.91000003,0.77999997
